,CPI_KR_YoY,AUD_USD,CN_Interbank3M,US_UnempRate,JP_REER,JP_Interbank3M,JP_CoreCPI,KC_FSI,KR_MfgProd,Pork,US_NFP,US_TradeTransEmp,THB_USD,PPI_CopperNickel,CN_PPI,US_Mortgage15Y,UK_10Y_Bond,US_ExportPI,US_DepInstCredit
2011-09-30,3.759002,1.0262466666666668,5.69,9.0,134.77,0.32929,-0.390143695340206,0.875574830402113,5.230590688658698,88.55428571428571,219.0,17.0,30.395666666666667,0.4259134723156199,6.5,3.320666666666667,2.504,9.37752627324171,0.0
2011-10-31,3.562064,1.0162516129032257,5.67,8.8,135.86,0.32929,-0.8853760857883697,0.95979961117335,6.441812241998512,92.47761904761904,209.0,37.0,30.841290322580647,-20.503094430025943,5.0,3.337741935483871,2.529,6.335204490777868,0.0
2011-11-30,4.174625,1.00864,5.73,8.6,133.75,0.32929,-1.0634332417753911,0.565582893390964,4.038781563517846,85.70285714285714,137.0,28.0,30.949,-12.692147901952634,2.7,3.3073333333333332,2.2917,4.8183254344391635,0.0
2011-12-31,4.158119,1.0128903225806452,5.57,8.5,133.99,0.32929,-1.029440876415144,0.543917866688562,0.25949998285563775,83.75833333333333,198.0,13.0,31.161935483870966,-15.646961554361305,1.7,3.2448387096774196,2.1828,3.607843137254907,0.0
2012-01-31,3.345868,1.039932258064516,6.8,8.3,134.95,0.33077,-0.8061608053267721,0.408008574697704,-0.3279883013631912,84.12619047619047,358.0,93.0,31.518387096774195,-14.220365950676218,0.7,3.2038709677419357,2.1104,2.6336173508907823,0.0
2012-02-29,3.032894,1.0724586206896551,5.36,8.3,130.6,0.33167,-0.5326049189856907,0.0743081848066482,6.9883917118078065,86.4052380952381,263.0,29.0,30.696206896551722,-11.989257625167838,0.0,3.162758620689655,2.2191,1.758409785932713,0.0
2012-03-31,2.662543,1.0538387096774193,4.72,8.2,124.53,0.33167,-0.4161825542559172,-0.0982714027204894,0.8499542009091421,84.6895,239.0,30.0,30.691612903225806,-10.375880971025842,-0.3,3.195806451612903,2.323,1.0550113036925437,0.0
2012-04-30,2.552477,1.03576,4.37,8.2,126.39,0.33167,-0.1092127260727049,-0.040468526172391,3.56115221448563,79.8525,77.0,9.0,30.85033333333333,-12.751281040599128,-0.7,3.152,2.2117,0.6726457399103047,0.0
2012-05-31,2.538633,0.996941935483871,4.04,8.2,130.18,0.33167,-0.4823980471046485,0.135654497912967,3.5005971608741415,79.15227272727273,107.0,52.0,31.29,-12.645107794361522,-1.4,3.047096774193548,1.9416,-0.2233804914370862,0.0
2012-06-30,2.1958289999999994,0.9976033333333334,3.7,8.2,131.89,0.33455,-0.5622825213910555,0.115607071819435,0.673616196160398,91.872,81.0,-14.0,31.613999999999997,-18.77035830618893,-2.1,2.9566666666666666,1.7698,-2.0817843866171137,0.0
2012-07-31,1.476105,1.0299548387096773,3.46,8.2,131.84,0.32727,-0.668149715555666,0.051656619449532,-0.0228112293711446,94.47,144.0,6.0,31.606774193548386,-22.3536036036036,-2.9,2.854193548387097,1.6523,-1.3432835820895606,0.0
2012-08-31,1.265613,1.0479451612903226,3.59,8.1,131.32,0.32727,-0.5012732005924114,-0.244676699140646,-1.4108734780600374,86.37869565217392,182.0,32.0,31.394516129032258,-15.472545417432116,-3.5,2.86,1.6735,-0.8915304606240682,0.0
2012-09-30,2.087839,1.0411033333333333,4.12,7.8,130.31,0.32727,-0.6165402725026303,-0.361696477707868,-0.2553532134868752,68.76842105263158,178.0,26.0,30.946666666666665,-0.8258928571428515,-3.6,2.815,1.7222,-0.5912786400591341,0.0
2012-10-31,2.090704,1.0291290322580644,3.78,7.8,128.09,0.32636,-0.5568999112066875,-0.339288912546971,-0.1362350396521883,79.71521739130434,152.0,40.0,30.669354838709676,11.049723756906072,-2.8,2.6951612903225803,1.7721,1.5082956259426794,0.0
2012-11-30,1.631431,1.0396366666666668,3.82,7.7,124.56,0.31818,-0.3587949046026106,-0.36575803038892,2.575323057355905,77.89761904761905,156.0,68.0,30.692,-2.165120152272193,-2.2,2.664,1.7741,0.8289374529012906,0.0
2012-12-31,1.426072,1.0458870967741936,3.97,7.9,119.56,0.30818,-0.5986794862180345,-0.422300279728814,4.872508937212383,80.01894736842105,249.0,13.0,30.615806451612904,4.141141876990928,-1.9,2.6554838709677417,1.8467,1.13550340651023,0.0
2013-01-31,1.628636,1.0490483870967742,3.77,8.0,111.68,0.29182,-0.633264995903049,-0.513060759073025,4.288626407637253,82.78952380952381,183.0,37.0,30.065161290322582,-1.2056573150938998,-1.6,2.6761290322580646,2.0795,1.2075471698113072,0.0
2013-02-28,1.5831770000000003,1.0317535714285715,3.71,7.7,106.06000000000002,0.26909,-0.9092749749325945,-0.587269884853775,-2.284680938866235,83.07631578947368,289.0,24.0,29.81107142857143,-5.579773321708814,-1.6,2.7764285714285712,2.1781,1.5026296018031626,0.0
2013-03-31,1.460475,1.0342870967741935,3.52,7.5,105.14,0.25,-0.7024978247664793,-0.552115211238558,-0.0397225896222708,73.35666666666667,143.0,-5.0,29.50032258064516,-8.235037134119704,-1.9,2.7577419354838706,1.9768,0.2237136465324418,0.0
2013-04-30,1.329622,1.0376166666666666,3.63,7.6,101.82,0.22818,-0.5900108534085846,-0.408320869643667,-0.6720007034773157,77.94636363636364,184.0,26.0,29.05,-10.526315789473673,-2.6,2.6666666666666665,1.7824,-0.8166295471417894,0.0
2013-05-31,1.148536,0.991341935483871,3.84,7.5,98.92,0.22818,-0.3146926669073235,-0.534933456720266,-1.5787113796511765,89.16636363636364,223.0,35.0,29.781935483870967,-6.786900806834351,-2.9,2.6887096774193546,1.9462,-0.8208955223880543,0.0
2013-06-30,1.168716,0.9429366666666666,6.65,7.5,103.09,0.22818,-0.1261515672949742,-0.35306400098571394,0.4929100373659567,98.1,183.0,57.0,30.79866666666667,-3.5839598997493782,-2.7,3.1203333333333334,2.3063,0.8352315869400329,0.0
2013-07-31,1.615408,0.9149032258064517,5.09,7.3,101.16,0.228,0.0802314390623282,-0.518439775507839,0.0488792332779874,98.44681818181816,112.0,43.0,31.113225806451613,-9.572153734590271,-2.3,3.439032258064516,2.471,0.302571860816947,0.0
2013-08-31,1.505634,0.9043387096774194,5.4,7.2,103.03,0.228,0.0556430295132193,-0.64741330550586,3.620832009633057,96.12090909090908,255.0,68.0,31.536451612903225,-3.1393383240763133,-1.6,3.4848387096774194,2.7088,-1.124437781109444,0.0
2013-09-30,0.980413,0.9273366666666667,5.58,7.2,101.21,0.228,0.1293404593355918,-0.653200101763977,0.2877250637678186,91.72842105263156,175.0,65.0,31.651666666666664,-9.9257258609048,-1.3,3.529333333333333,2.8443,-1.5613382899628214,0.0
2013-10-31,0.860958,0.9522935483870968,5.14,7.2,101.77,0.221,0.4004852170963691,-0.645444349833403,0.9251179509862429,87.75545454545455,220.0,24.0,31.18322580645161,-9.475350520126636,-1.5,3.2890322580645166,2.6784,-2.2288261515601815,0.0
2013-11-30,1.200943,0.9314433333333334,6.429999999999999,6.9,99.96,0.22,0.5917628476403092,-0.7514656437079071,-0.5686376559494444,81.49894736842106,276.0,57.0,31.622,-4.207198443579774,-1.4,3.281,2.7598,-1.4947683109118093,0.0
2013-12-31,1.143477,0.8978935483870968,6.96,6.7,96.51,0.22,0.7542104467903153,-0.936037544695328,0.9060704040790403,78.57047619047619,55.0,73.0,32.37032258064516,-7.458823529411762,-1.4,3.470322580645161,2.9458,-0.9730538922155584,0.0
2014-01-31,1.08058,0.8858967741935484,6.76,6.6,96.12,0.22,0.7452303546276129,-0.7858951429099311,-0.0744723980598327,78.85227272727273,189.0,17.0,32.909032258064514,-6.547758742079335,-1.6,3.490322580645161,2.91,-1.043997017151388,0.0
2014-02-28,1.01249,0.8960464285714286,5.14,6.7,97.67999999999999,0.212,0.9208252580124698,-0.807042004743273,1.5929631924205492,86.352,151.0,-25.0,32.62,-8.864265927977833,-2.0,3.3514285714285714,2.8146999999999998,-1.0362694300518172,0.0
2014-03-31,1.292065,0.9084387096774194,4.84,6.7,97.53,0.212,0.7504329062928194,-0.760720839427454,3.3434941911519855,113.2133333333333,273.0,51.0,32.3741935483871,-8.25993810997383,-2.3,3.3619354838709676,2.7837,0.3720238095238137,0.0
2014-04-30,1.498551,0.9317300000000001,4.64,6.2,99.23,0.212,2.3396750650278575,-0.828543999013726,3.012319696424015,120.33454545454552,313.0,67.0,32.294,-5.427922241858118,-2.0,3.3930000000000002,2.7417,-0.0748502994011968,0.0
2014-05-31,1.665535,0.9302064516129033,4.5,6.3,100.1,0.21,2.434284940883047,-0.971222634148863,-0.1217285206967844,110.4685714285714,215.0,43.0,32.53064516129032,-2.189409368635442,-1.4,3.2948387096774194,2.6989,0.6019563581640242,0.0
2014-06-30,1.658936,0.9367033333333333,4.59,6.1,99.83,0.21,2.3763410629216386,-1.0365173334834,2.4266947849125087,115.2747619047619,336.0,73.0,32.488,-1.0657655315830403,-1.9,3.261,2.7842,0.1506024096385561,0.0
2014-07-31,1.589728,0.9386032258064516,4.57,6.2,99.99,0.21,2.511583984116461,-0.893539339972133,4.422297183195023,128.6677272727273,223.0,54.0,32.10258064516129,6.896551724137923,-0.9,3.2364516129032257,2.7343,0.3770739064856698,0.0
2014-08-31,1.408224,0.9308645161290322,4.47,6.1,99.18,0.21,2.4188483675993577,-0.835003919199189,-0.9737856008152136,109.197619047619,197.0,24.0,32.00451612903226,-3.664921465968596,-0.2,3.244516129032258,2.5347,0.3790750568612555,0.0
2014-09-30,1.146448,0.9048633333333334,4.44,5.9,95.94,0.21,2.3884027534110785,-0.816080732626932,0.1636306673047372,100.5319047619048,294.0,47.0,32.184,-4.67266366816591,-1.8,3.3036666666666665,2.4919,-0.37764350453172163,0.0
2014-10-31,1.149956,0.8768838709677419,4.26,5.7,95.8,0.192,2.298314069509644,-0.330602112256106,-3.016056696145475,101.9,235.0,61.0,32.44483870967742,-6.719960029977523,-2.2,3.220322580645161,2.2469,-0.6838905775076065,0.0
2014-11-30,0.965462,0.8648133333333334,4.22,5.8,89.64,0.182,2.287545376656497,-0.691889482524669,-1.6187293005015755,86.15947368421052,291.0,51.0,32.778333333333336,-6.06752982990606,-2.7,3.181,2.1593,-1.7450682852807375,0.0
2014-12-31,0.833432,0.8234806451612903,5.22,5.6,88.47,0.179,2.174700655158235,-0.498275534820063,-0.7118839531907062,82.81454545454545,275.0,52.0,32.88645161290323,-12.585812356979408,-3.3,3.1258064516129034,1.9287,-3.023431594860171,0.0
2015-01-31,0.974074,0.8073483870967741,4.98,5.7,90.59,0.173,2.2166314366200757,-0.162274357609701,-4.173328935603415,72.99571428571429,204.0,30.0,32.72677419354839,-19.110999497739822,-4.9,3.0141935483870967,1.589,-4.973624717407688,0.0
2015-02-28,0.645882,0.7796857142857142,5.410000000000001,5.5,90.25,0.171,2.122890379420661,-0.379244960088852,-1.536710357451343,61.8365,259.0,42.0,32.56428571428572,-23.22695035460992,-4.8,2.9978571428571428,1.7365,-5.83395661929692,0.0
2015-03-31,0.470511,0.7723967741935484,5.18,5.4,90.07,0.17,2.116840635069628,-0.445808905907312,-3.1158025306317727,61.70636363636364,96.0,47.0,32.62387096774194,-15.28282304099636,-4.6,3.0429032258064517,1.7941,-6.671608598962198,0.0
2015-04-30,0.436241,0.7737233333333333,4.1,5.4,90.44,0.17,0.5520363001177974,-0.492871954054919,-1.8663796765697185,60.98272727272727,273.0,16.0,32.495666666666665,-11.61238654564869,-4.6,2.942333333333333,1.755,-6.292134831460682,0.0
2015-05-31,0.552088,0.7876806451612903,3.11,5.6,89.14,0.169,0.5296407876418607,-0.725502460386643,-0.8391198835074443,77.32,342.0,65.0,33.50258064516129,-10.671525247267043,-4.6,3.0396774193548386,2.0243,-5.983545250560951,0.0
2015-06-30,0.701341,0.77092,3.35,5.3,87.05,0.169,0.4733314783929021,-0.604868872390544,-1.9690858291627864,77.35045454545455,171.0,37.0,33.72366666666667,-13.13715186547556,-4.8,3.187,2.1696,-5.789473684210533,0.0
2015-07-31,0.735279,0.7419516129032258,3.21,5.2,87.96,0.169,0.42657178412561786,-0.456249767265171,-3.797255358734219,75.92478260869565,282.0,38.0,34.29387096774193,-26.13153288322081,-5.4,3.2196774193548388,2.1353,-6.235912847483094,0.0
2015-08-31,0.7001510000000001,0.730141935483871,3.05,5.1,89.5,0.169,0.495588307269168,-0.230038595904085,2.3186668046282,75.5752380952381,134.0,20.0,35.37645161290323,-26.449275362318836,-5.9,3.1351612903225807,1.9799,-7.099697885196377,0.0
2015-09-30,0.503757,0.70534,3.1600000000000006,5.0,92.4,0.169,0.6787682223277081,-0.0661301097221346,4.661449124356665,69.84285714285714,150.0,-12.0,35.983333333333334,-24.37745740498034,-5.9,3.0929999999999995,1.8814,-7.278241091736171,0.0
2015-10-31,0.807813,0.7204,3.19,5.0,91.86,0.169,0.6126922027222426,-0.224047231303798,4.242342130029808,71.235,304.0,41.0,35.67709677419355,-25.575790037493302,-5.9,3.010967741935484,1.8459999999999999,-6.656465187452176,0.0
2015-11-30,0.820082,0.7144600000000001,3.06,5.1,90.64,0.169,0.6173671139039659,-0.344311465436903,2.538461663666358,57.034,229.0,24.0,35.77366666666667,-29.43243243243243,-5.9,3.143666666666667,1.9779000000000002,-6.486486486486487,0.0
2015-12-31,1.1318429999999997,0.7250258064516129,2.97,5.0,91.8,0.169,0.8071944443803103,-0.0210127311013278,-1.3717356117599055,53.10909090909091,269.0,34.0,35.99709677419355,-27.86503781268179,-5.9,3.1990322580645163,1.9234,-6.625097427903359,16.129032258064516
2016-01-31,0.622339,0.7024935483870968,3.19,4.8,95.46,0.169,0.490164585175723,0.254272432245511,1.140896817514392,54.5105,133.0,6.0,36.11354838709677,-26.544551381558534,-5.3,3.174193548387097,1.7833,-5.868358445678023,3.2258064516129026
2016-02-29,1.113261,0.7126172413793104,2.95,4.9,97.04,0.098,0.6114961189817025,0.542518168862403,0.2479346249167457,62.94428571428571,196.0,63.0,35.61103448275862,-18.112834048168935,-4.9,2.9686206896551726,1.5032,-6.11596505162828,0.0
2016-03-31,0.84253,0.7511903225806451,2.77,5.0,97.56,0.098,0.6535842681789639,-0.0382408210772427,2.8265734580152246,63.43391304347826,256.0,76.0,35.19258064516129,-18.49923430321592,-4.3,2.9625806451612906,1.5434,-6.195393169181895,0.0
2016-04-30,1.001849,0.7662266666666666,2.95,5.1,99.56,0.05999999999999999,0.5899819781904014,-0.0748248603890524,0.1843061153405933,64.81238095238095,192.0,18.0,35.06433333333334,-19.63153125943824,-3.4,2.8863333333333334,1.5688,-5.115907274180653,0.0
2016-05-31,0.77985,0.7309677419354839,2.89,4.8,101.09,0.06,0.48488371280102077,-0.250312146316685,5.974715700616251,73.99095238095238,46.0,17.0,35.42354838709678,-24.533799533799527,-2.8,2.8470967741935485,1.5366,-4.534606205250602,0.0
2016-06-30,0.739656,0.7398833333333333,2.87,4.9,104.48,0.059000000000000004,0.5406943426187638,-0.0448994247978796,3.7129478143220984,79.05272727272727,247.0,18.0,35.267,-23.563218390804607,-2.6,2.8523333333333336,1.3105,-3.5115722266560234,0.0
2016-07-31,0.369163,0.7530032258064516,2.87,4.8,106.1,0.058,0.3419596487614695,-0.209205194445307,3.8920858354939414,76.0115,373.0,46.0,35.020322580645164,-10.189573459715628,-1.7,2.7506451612903224,0.9569,-2.9647435897435903,0.0
2016-08-31,0.487328,0.7628903225806452,2.77,4.9,108.28,0.058,0.2276403940444371,-0.308226583965893,-0.4368262579575121,65.15608695652173,141.0,46.0,34.72387096774194,-5.981703026037999,-0.8,2.7480645161290322,0.7421,-2.357723577235782,0.0
2016-09-30,1.348904,0.7580066666666667,2.81,5.0,107.59,0.056,0.0126585432707937,-0.345534102957733,-1.4807817181840213,58.7147619047619,306.0,12.0,34.716,-11.022530329289436,0.1,2.7603333333333335,0.8242999999999999,-1.4717906786590353,0.0
2016-10-31,1.487901,0.7608516129032259,2.91,4.9,106.96,0.056,0.1924911521785643,-0.432446431902718,-1.065492341098906,50.22904761904762,98.0,24.0,35.034516129032255,-3.9222741993522825,1.2,2.7564516129032257,1.078,-1.0655737704918011,0.0
2016-11-30,1.530817,0.7522366666666667,3.35,4.7,104.05,0.056,0.1490410958904231,-0.22121578491852503,4.713589256695205,46.61095238095238,118.0,-26.0,35.342333333333336,13.289927230945995,3.3,3.0326666666666666,1.3818,-0.2477291494632494,0.0
2016-12-31,1.337962,0.7334967741935483,4.77,4.7,97.8,0.056,0.0276859339521262,-0.623001264294851,4.43718476371191,53.44761904761905,225.0,61.0,35.781290322580645,26.65322580645162,5.5,3.419032258064516,1.4336,1.2520868113522488,13.709677419354838
2017-01-31,2.240843,0.7454129032258064,4.57,4.7,97.79,0.056,0.1774788365180413,-0.543177920171165,6.960404004954279,61.37272727272727,220.0,44.0,35.460967741935484,35.12256973795436,6.9,3.403225806451613,1.4203,2.4431339511373107,0.8064516129032258
2017-02-28,2.082811,0.7667714285714285,5.51,4.6,98.46,0.056,-0.0026420412410631997,-0.67737280115573,4.292169048666694,71.769,218.0,-3.0,34.99142857142857,29.290894439967776,7.8,3.38,1.3058,3.21489001692048,0.0
2017-03-31,2.276897,0.761658064516129,4.86,4.4,98.36,0.056,-0.2865977961844845,-0.657084951281697,5.033666930721025,68.39391304347826,124.0,-13.0,34.89645161290323,20.894400601277695,7.6,3.4170967741935483,1.194,3.386960203217604,10.322580645161288
2017-04-30,1.955573,0.7538566666666667,4.4,4.4,100.78,0.056,-0.2427061386457429,-0.582788917644931,4.636029331420821,59.61299999999999,205.0,3.0,34.445,17.775272453964664,6.4,3.314,1.0789,3.1171019376579734,1.333333333333333
2017-05-31,2.003555,0.7433870967741936,4.86,4.4,98.37,0.056,-0.2742201274989475,-0.727130897415889,1.873177582443453,68.25136363636364,205.0,6.0,34.43483870967742,17.7992277992278,5.5,3.2538709677419355,1.1175,1.416666666666666,0.0
2017-06-30,1.806278,0.7557166666666666,5.13,4.3,98.62000000000002,0.056,-0.1827980743013824,-0.620632841157391,0.4813693837811827,82.05363636363636,203.0,14.0,33.996,17.965967550455098,5.5,3.174,1.0845999999999998,0.5789909015715412,8.888888888888893
2017-07-31,2.167011,0.7799,4.35,4.3,96.4,0.075,-0.2068681006598738,-0.728349627235656,1.7321481296085128,88.0645,189.0,4.0,33.72096774193548,26.15906520919713,5.5,3.2277419354838712,1.2713000000000003,0.9083402146986108,1.0752688172043017
2017-08-31,2.488581,0.7915129032258065,4.48,4.4,97.59,0.056,-0.1232699392611835,-0.738377096372847,3.3335889181096423,78.57478260869566,147.0,8.0,33.24516129032258,31.96107784431139,6.3,3.167741935483871,1.1241,2.3313905079100916,0.0
2017-09-30,2.000062,0.7978666666666666,4.59,4.3,95.93,0.056,0.0400637032814454,-0.730644966736884,4.613639115925139,58.945,89.0,22.0,33.13333333333333,44.838332684067005,6.9,3.105,1.2436,2.82157676348549,0.0
2017-10-31,1.761795,0.7787064516129033,4.7,4.2,94.73,0.063,-0.0855749973910025,-0.812160187527573,4.808251391603746,59.11818181818182,141.0,19.0,33.23225806451613,42.54681647940075,6.9,3.1932258064516126,1.3816,2.7340513670256916,0.0
2017-11-30,1.153403,0.7621666666666668,4.76,4.2,94.94,0.063,-0.0340215230898777,-0.74705688720104,-0.0473723055816832,62.85904761904762,223.0,42.0,32.900999999999996,25.997295469912096,5.8,3.2853333333333334,1.3299,3.1456953642384105,0.0
2017-12-31,1.407486,0.7654387096774193,5.55,4.1,94.36,0.063,0.0505775598915958,-0.777002349363457,-1.5667667186937129,60.5435,151.0,-12.0,32.61483870967742,18.338108882521475,4.9,3.367741935483871,1.2781,2.8029678483099785,8.294930875576034
2018-01-31,0.760019,0.7950645161290322,4.85,4.0,94.12,0.068,0.0976399852394616,-0.828480657439998,-1.5100208168697282,68.19772727272726,137.0,-34.0,31.885806451612904,19.08038786362214,4.3,3.4861290322580647,1.3931,3.289473684210531,0.0
2018-02-28,1.252663,0.7870321428571428,4.49,4.1,95.3,0.068,0.2321855162274566,-0.516638007226117,0.4915238095237972,69.577,394.0,77.0,31.48071428571429,19.56995948893736,3.7,3.792857142857143,1.6034,3.114754098360661,0.0
2018-03-31,1.2156,0.7758451612903227,4.8,4.0,97.0,0.097,0.314340415499359,-0.588477409055227,-2.6281228560627645,61.41454545454545,226.0,72.0,31.259677419354837,16.661485856387937,3.1,3.911290322580645,1.508,3.439803439803435,4.032258064516129
2018-04-30,1.528089,0.76808,4.37,4.0,95.54,0.097,0.0873116967772258,-0.369744897319623,2.1527037431185336,53.97285714285714,140.0,-2.0,31.307666666666666,15.69878749202298,3.4,3.9193333333333333,1.5108,3.6764705882353033,3.3333333333333335
2018-05-31,1.469051,0.7529193548387096,4.54,3.8,95.37,0.078,0.2096939604352199,-0.603345589552745,2.488541046298809,63.42090909090909,322.0,48.0,31.950645161290325,21.89446083251392,4.1,4.065483870967742,1.5016,5.012325390304029,0.0
2018-06-30,1.480408,0.7498,4.63,4.0,95.93,0.078,0.05612617722912099,-0.586465122289882,3.741794627805772,77.39380952380952,218.0,-23.0,32.486,28.513921502851392,4.7,4.043333333333333,1.4229,5.263157894736836,6.296296296296299
2018-07-31,1.118986,0.7404935483870968,3.93,3.8,96.18,0.091,0.0314540142311914,-0.435585446603639,3.2406869053030585,74.8742857142857,60.0,3.0,33.26516129032258,4.451747833881092,4.6,4.010645161290323,1.3739,4.255319148936176,0.3584229390681005
2018-08-31,1.431806,0.7326096774193548,3.23,3.8,97.85,0.091,0.2880180886126737,-0.739949820275642,4.023667498626771,51.51565217391304,257.0,57.0,33.03354838709677,-6.721497447532632,4.1,4.024193548387097,1.3991,3.580146460537015,0.0
2018-09-30,2.087153,0.7204966666666667,3.12,3.7,96.79,0.05,0.0808922857450378,-0.736647188486058,0.8904977203827659,52.12263157894737,81.0,-25.0,32.59066666666667,-12.157073695535225,3.6,4.06,1.5023000000000002,2.7441485068603555,1.3333333333333346
2018-10-31,2.002508,0.7105290322580645,3.22,3.8,96.78,0.05,0.1949717191531919,-0.317348170651509,2.6645170024491405,64.29130434782608,169.0,-8.0,32.777741935483874,-12.191276931161331,3.3,4.241290322580645,1.5462,3.1451612903225845,4.5161290322580685
2018-11-30,2.037043,0.7245366666666667,3.37,3.8,96.61,0.05,0.2388287836450064,-0.345474175387422,0.4942325319511775,57.03571428571429,90.0,69.0,32.952333333333335,-10.195867990340757,2.7,4.288333333333333,1.4541,1.84590690208668,0.0
2018-12-31,1.320396,0.7166612903225806,3.87,3.9,97.09,0.05,0.1635973911987776,-0.0444408604013878,1.1151302725472825,52.22631578947368,192.0,-58.0,32.71709677419355,-11.245628194780744,0.9,4.113225806451613,1.3125,1.122694466720131,3.51906158357771
2019-01-31,0.79302,0.7153064516129032,3.24,4.0,99.19,0.03,0.32418312149171674,-0.0291099057256472,0.2027838950707794,54.80318181818182,251.0,53.0,31.80354838709677,-14.210664565274488,0.1,3.9119354838709675,1.3221,-0.2388535031847105,1.759530791788855
2019-02-28,0.461282,0.7140857142857142,2.91,3.8,96.92,0.03,0.3734320099129107,-0.480497890367176,-3.7907959069753305,52.6395,7.0,-42.0,31.318214285714284,-11.284857961949443,0.1,3.8214285714285716,1.239,0.2384737678855275,0.0
2019-03-31,0.37468,0.7081838709677419,3.08,3.8,96.21,0.05,0.3233111208650996,-0.397410983114759,-0.8354270935285291,57.12,228.0,1.0,31.732903225806453,-6.2350119904076795,0.4,3.735483870967742,1.19,0.5542359461599311,0.0
2019-04-30,0.555943,0.71129,3.0,3.7,96.0,0.05,0.5420353761982578,-0.467285692993503,-1.1689058769628555,77.99636363636364,296.0,34.0,31.849666666666668,-1.4065085493657037,0.9,3.6026666666666665,1.1906,0.1576044129235621,0.0
2019-05-31,0.679942,0.6945838709677419,3.15,3.6,98.5,0.049,0.3252207174547994,-0.413205967089459,-2.550986471355565,80.62545454545455,27.0,6.0,31.793870967741935,-10.244689432643172,0.6,3.543548387096774,1.13,-0.8607198748043721,0.0
2019-06-30,0.720801,0.6946233333333333,3.6,3.6,99.78,0.049,0.2467967239901947,-0.405498504860823,-2.0491154488684993,76.4315,220.0,13.0,31.099333333333334,-13.886713651788051,0.0,3.2723333333333335,0.919,-1.5625,0.0
2019-07-31,0.605538,0.6980580645161291,3.16,3.7,99.33,0.049,0.4859364908557539,-0.579110054575466,0.6428539513270382,71.93363636363635,99.0,16.0,30.806451612903224,-4.891304347826098,-0.3,3.200967741935484,0.8304,-0.9419152276295196,0.0
2019-08-31,-0.0372,0.677541935483871,3.11,3.6,102.87,0.009,0.33580164441409105,-0.238248328657085,-1.930124580347281,75.16636363636364,232.0,-9.0,30.741935483870968,-7.297050775311642,-0.8,3.080322580645161,0.5776,-1.4139827179890043,-4.838709677419358
2019-09-30,-0.426058,0.6810333333333334,3.3,3.5,101.64,0.009,0.376263169210933,-0.34133775253954,1.9795164066247264,56.393,196.0,24.0,30.56,-2.725045927740366,-1.2,3.1079999999999997,0.5981,-1.7282010997643371,-3.6363636363636362
2019-10-31,0.0,0.6801516129032258,3.46,3.6,100.48,0.009,0.49223914204643554,-0.347571472511609,-0.1737311814273612,60.42391304347826,95.0,12.0,30.337419354838712,-7.181328545780974,-1.6,3.1348387096774197,0.6373,-2.189210320562951,-2.0821114369501466
2019-11-30,0.152019,0.6828000000000001,3.33,3.6,99.19,0.018,0.6428049526260082,-0.614412335436535,1.8759025564454523,57.335,207.0,-1.0,30.246333333333332,-3.5853002688975177,-1.4,3.1636666666666664,0.765,-1.3396375098502775,-5.666666666666666
2019-12-31,0.738473,0.6886612903225807,3.49,3.6,98.55,0.021,0.7619094928219994,-0.609843525439384,7.182981565099245,57.23315789473684,127.0,71.0,30.20193548387097,3.4555926038193574,-0.5,3.174516129032258,0.8308,-0.8723235527359208,0.0
2020-01-31,1.219611,0.6868451612903226,3.67,3.6,97.49,0.021,0.7064357170392109,-0.563347469916429,1.8023415604633717,58.68,237.0,17.0,30.409032258064514,2.265768524188605,0.0,3.081290322580645,0.7235,0.3990422984836428,0.0
2020-02-29,0.85489,0.6665344827586207,2.98,3.5,97.35,0.020999999999999998,0.5689069803762381,-0.378011019274601,1.4652833734911217,54.8805,262.0,-37.0,31.32586206896552,-10.928319623971792,-0.5,2.9762068965517243,0.633,-1.4274385408405976,0.0
2020-03-31,0.826263,0.6219709677419354,2.55,4.4,101.6,0.006,0.6494106978256475,2.32686794880379,4.406726575308562,58.75772727272727,-1398.0,-79.0,32.09516129032258,-16.65245808468314,-1.5,2.891290322580645,0.4609,-3.543307086614178,-53.25140809011777
2020-04-30,0.019099,0.6301366666666667,2.32,14.8,102.99,-0.039,0.1427268252146118,1.7304205828791,-1.8430215774572043,48.665,-20469.0,-3095.0,32.62466666666667,-22.88111888111889,-3.1,2.8096666666666663,0.3577,-7.0023603461840995,0.0
2020-05-31,-0.21274,0.651483870967742,2.13,13.2,103.42,-0.042,0.2461484166897065,0.9923878920727048,-8.806642959867506,62.7835,2614.0,411.0,32.079032258064515,-13.30137807070103,-3.7,2.7096774193548385,0.2743,-6.708760852407258,0.0
2020-06-30,0.22012,0.6896333333333333,2.54,11.0,100.93,-0.042,0.2920079472278569,0.518968185056307,-2.480527592209314,46.54,4631.0,988.0,31.127666666666666,-6.304940891179134,-3.0,2.603666666666667,0.27799999999999997,-4.52380952380953,0.0
2020-07-31,0.446631,0.7023870967741935,2.76,10.2,100.75,-0.065,0.2657341962658099,0.346883260003086,-3.2537657998960356,46.18727272727273,1584.0,268.0,31.404838709677417,1.8646616541353245,-2.4,2.521290322580645,0.2094,-3.724247226624411,0.0
2020-08-31,0.769424,0.7202,2.97,8.4,100.24,-0.065,-0.1898290844709826,0.0157289047788723,0.0131301900854863,52.41428571428572,1566.0,382.0,31.21,15.054116103640558,-2.0,2.48,0.2717,-2.7091633466135523,0.0
